ID;Empresa;Año_creacion;CNAE_SECTOR;num_cnae;CNAE;Objeto_social;CNAE_SECCIÓN;CNAE_DIVISIÓN;Sector;Localidad;Provincia;Ventas;Empleados;Telefono;Web;Email
309;Ibrolux Sl;2001;Construcción;4321;4321 - instalaciones eléctricas;instalación eléctrica de viviendas,alumbrados y centro de transformación.;Construcción;Actividades de construcción especializada;fabricacion_industrial;Denia;Alicante;Entre 1,5 y 3 millones;Entre 5 y 25;965789518;www.ibrolux.com;ibrolux@ibrolux.com
310;Asevi Home Brands Sl;1992;Industria;2041;2041 - fabricación de jabones, detergentes y otros artículos de limpieza y abrillantamiento;fabricación y comercialización de productos de limpieza y detergentes.;Industria manufacturera;Industria química;fabricacion_industrial;Javea;Alicante;Mayor 30 millones;Entre 50 y 250;966454200;www.asevicompany.com/es;administracion@asevicompany.com
311;Miralbo Urbana Sl;2010;Construcción;4121;4121 - construcción de edificios residenciales;construcción de obra pública y civil;Construcción;Construcción de edificios;construccion;Javea;Alicante;Entre 6 y 30 millones;Entre 25 y 50;965036330;www.miralbo.com;contabilidad@miralbo.com
312;Drivalia España Sl;2010;Servicios;7711;7711 - alquiler de automóviles y vehículos de motor ligeros;alquiler de todo tipo de turismos.;Actividades administrativas y servicios auxiliares;Actividades de alquiler;motor;Javea;Alicante;Entre 6 y 30 millones;Entre 50 y 250;965681661;www.drivalia.com;lmarin@drivalia.com
313;Pm Luxfit Sl;2004;Servicios;4639;4639 - comercio al por mayor, no especializado, de productos alimenticios, bebidas y tabaco;comercio de productos alimenticios de origen alemán.;"Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas";Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;bebidas;Javea;Alicante;Entre 6 y 30 millones;Entre 5 y 25;966462901;www.pm-international.com;tetiana.lisovska@pm-international.com
314;Zimmermann Plantas Y Logistica Sl;1999;Servicios;4622;4622 - comercio al por mayor de flores y plantas;la importacion, exportacion y compraventa de toda clase de plantas, productos alimenticios y no alimenticios, asi como la logistica e intermediacion en la venta de estos productos. b. la mediacion y coordinacion en la pr;"Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas";Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;otros_comercios;Javea;Alicante;Entre 6 y 30 millones;Entre 5 y 25;965795052;www.zimmermannsl.com;info@zimmermannsl.com
315;The Chill Slam Sl;1986;Servicios;5610;5610 - restaurantes y puestos de comidas;explotación de un restaurante.;Hostelería;Servicios de comidas y bebidas;restaurantes;Javea;Alicante;Entre 6 y 30 millones;Entre 50 y 250;965796641;www.javeacompany.com;contabilidad@javeacompany.com
316;Silvasol Energia Sistemas Y Servicios Sa;2001;Construcción;4322;4322 - fontanería, instalaciones de sistemas de calefacción y aire acondicionado;comercio al por mayor y al por menor de fontanería, climatización y energía renovable.;Construcción;Actividades de construcción especializada;otros_comercios;Javea;Alicante;Entre 3 y 6 millones;Entre 25 y 50;965791223;www.silvasol.es;javea@silvasol.es
317;The Spanish Wine Company Sl;2008;Servicios;4634;4634 - comercio al por mayor de bebidas;comercio al por mayor de vino, principalmente exportación.;"Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas";Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;bebidas;Javea;Alicante;Entre 3 y 6 millones;Menos de 5;966463098;www.thespanishwinecompany.es;info@thespanishwinecompany.es
318;Montgo Verd Sl;2003;Servicios;4776;4776 - comercio al por menor de flores, plantas, semillas, fertilizantes, animales de compañía y alimentos para los mismos en establecimientos especializados;venta al por menor de plantas.;"Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas";Comercio al por menor, excepto de vehículos de motor y motocicletas;fabricacion_industrial;Javea;Alicante;Entre 3 y 6 millones;Entre 25 y 50;966463085;www.montgoverd.com;montgoverd@montgoverd.com
319;Bonusan España Sl;1995;Servicios;4639;4639 - comercio al por mayor, no especializado, de productos alimenticios, bebidas y tabaco;importación, distribución y comercialización de complementos alimenticios.;"Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas";Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;bebidas;Javea;Alicante;Entre 3 y 6 millones;Entre 5 y 25;966463815;www.bonusan.es;info@bonusan.es
320;Chispas Javea Sl;1989;Construcción;4321;4321 - instalaciones eléctricas;instalaciones eléctricas de media y baja tensión;Construcción;Actividades de construcción especializada;fabricacion_industrial;Javea;Alicante;Entre 3 y 6 millones;Entre 25 y 50;966471155;www.chispasjavea.com;admin@chispasjavea.com
321;Gasolinera Port Xabia Sl;2014;Servicios;4730;4730 - comercio al por menor de combustible para la automoción en establecimientos especializados;estación de servicio de repsol;"Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas";Comercio al por menor, excepto de vehículos de motor y motocicletas;Combustibles;Javea;Alicante;Entre 3 y 6 millones;Entre 5 y 25;966460708;----;diegotormos@hotmail.com
322;Bambuleros Sl;2018;Servicios;5610;5610 - restaurantes y puestos de comidas;explotación y gestión de servicios de restauración al público.;Hostelería;Servicios de comidas y bebidas;restaurantes;Javea;Alicante;Entre 1,5 y 3 millones;Entre 25 y 50;966470688;www.labambula.es;alba@javeacompany.com
323;Azulejos El Cruce Sl;1987;Servicios;4673;4673 - comercio al por mayor de madera, materiales de construcción y aparatos sanitarios;comercio de materiales de construccion;"Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas";Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;otros_comercios;Javea;Alicante;Entre 1,5 y 3 millones;Entre 5 y 25;965790398;----;cruce@tresjiv.com
324;Marina Nou Fontana Sl;2009;Servicios;5222;5222 - actividades anexas al transporte marítimo y por vías navegables interiores;. la sociedad tiene por objeto: 1. la promocion y construccion de todo tipo de obras de ingenieria civil. 2. la direccion, explotacion y administracion de toda clase de instalaciones nautico deportivas, incluidas concesi;Transporte y almacenamiento;Almacenamiento y actividades anexas al transporte;transportes;Javea;Alicante;Entre 1,5 y 3 millones;Entre 5 y 25;961 34 93 70;www.marinanoufontana.com;gerencia@marinanoufontana.com
325;Supermercado Saladar Sl;2004;Servicios;4711;4711 - comercio al por menor en establecimientos no especializados, con predominio en productos alimenticios, bebidas y tabaco;explotación de un supermercado.;"Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas";Comercio al por menor, excepto de vehículos de motor y motocicletas;bebidas;Javea;Alicante;Entre 1,5 y 3 millones;Entre 5 y 25;965770522;www.supermercadosaladar.com;proveedores@supermercadosaladar.com
326;Nave Atelier 8 Sl;2016;Servicios;4759;4759 - comercio al por menor de muebles, aparatos de iluminación y otros artículos de uso doméstico en establecimientos especializados;"a. la decoración y diseño de interiores; b. la venta de productos y elementos de decoración, mobiliario e iluminación; c. la organización de eventos artísticos musicales y de celebraciones de eventos.";"Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas";Comercio al por menor, excepto de vehículos de motor y motocicletas;otros_comercios;Javea;Alicante;Entre 1,5 y 3 millones;Entre 25 y 50;966463988;www.jessicabataille.com;info@jessicabataille.com
327;Vibro F-4 Sl;1972;Servicios;4673;4673 - comercio al por mayor de madera, materiales de construcción y aparatos sanitarios;"la sociedad tiene por objeto la fabricación de elementos vibrados para la construcción; el comercio al por mayor y menor de materiales para la construcción; el alquiler -excluyendo el financiero- de locales de negocios y de herramientas; la promoción, construcción, explotación, venta o arrendamiento.";"Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas";Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;otros_comercios;Javea;Alicante;Entre 1,5 y 3 millones;Entre 5 y 25;965790616;www.lavibro.com;pau@lavibro.com
328;Santacreu Sl;1983;Construcción;4312;4312 - preparación de terrenos;movimiento de tierras,excavaciones,perforación de terrenos y transporte de áridos.;Construcción;Actividades de construcción especializada;construccion;Javea;Alicante;Entre 1,5 y 3 millones;Entre 5 y 25;965790897;www.santacreusl.com;info.santacreu@gmail.com
329;Cala Clemence Sl;2017;Servicios;5630;5630 - establecimientos de bebidas;restaurante.;Hostelería;Servicios de comidas y bebidas;bebidas;Javea;Alicante;Entre 1,5 y 3 millones;Entre 5 y 25;966472189;www.calaclemence.com;contact@calaclemence.com
330;Aquastil Xabia Sl;2016;Construcción;4322;4322 - fontanería, instalaciones de sistemas de calefacción y aire acondicionado;se dedica a grandes y pequeñas instalaciones de fontanería, gas, calefacción, aire acondicionado y energía solar;Construcción;Actividades de construcción especializada;otros_comercios;Javea;Alicante;Entre 1,5 y 3 millones;Entre 5 y 25;965795257;www.aquastil.es;info@aquastil.es
331;Ligurian Arenal Sl;2008;Servicios;5610;5610 - restaurantes y puestos de comidas;gestión de restaura...ver objeto social completo ;Hostelería;Servicios de comidas y bebidas;restaurantes;Javea;Alicante;Entre 1,5 y 3 millones;Entre 25 y 50;966471196;www.lapiemontesa.com;javea@lapiemontesa.com
332;Autocenter Marina Alta Sl;2003;Servicios;4520;4520 - mantenimiento y reparación de vehículos de motor;gestión de un taller de mecánica rápida para coches multimarca.;"Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas";Venta y reparación de vehículos de motor y motocicletas;motor;Javea;Alicante;Entre 1,5 y 3 millones;Entre 5 y 25;966460854;www.autocentermarinaalta.com;marinaalta@autia.es
333;Villaviñas Sociedad Limitada;1989;Construcción;4110;4110 - promoción inmobiliaria;promoción de viviendas, pisos.;Construcción;Construcción de edificios;construccion;Torrevieja;Alicante;Mayor 30 millones;Entre 5 y 25;965712011;www.tmgrupoinmobiliario.com;info@tmgrupoinmobiliario.com
334;Aguas Del Arco Mediterraneo Sa;1998;Industria;3600;3600 - captación, depuración y distribución de agua;ciclo integral del agua.;Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Captación, depuración y distribución de agua;otros_comercios;Torrevieja;Alicante;Entre 6 y 30 millones;Entre 50 y 250;965710569;www.agamed.es;es agamed@agbar.net
335;Moorstyle España Sl;1992;Construcción;4110;4110 - promoción inmobiliaria;operaciones típicas de la actividad y trafico inmobiliarios en sumas amplia acepción, la compra, venta, tenencia, administración, promoción, intermediación, construcción, cesión en arrendamiento no financiero y explotación, bajo cualquiera de las formas admitidas en derecho, de toda clase.;Construcción;Construcción de edificios;construccion;Torrevieja;Alicante;Entre 6 y 30 millones;Entre 25 y 50;965703029;www.urmosa.es;info@urmosa.es
336;Residencial Vista Alegre Sociedad Anonima;1985;Construcción;4110;4110 - promoción inmobiliaria;promoción y construcción de edificios residenciales.;Construcción;Construcción de edificios;construccion;Torrevieja;Alicante;Entre 6 y 30 millones;Entre 5 y 25;965712011;www.tmgrupoinmobiliario.com;info@tmgrupoimnmobiliario.com
337;Torreblanca Del Mediterraneo Sol Sociedad Limitada;1988;Servicios;6420;6420 - actividades de las sociedades holding;servicios inmobiliarios.;Actividades financieras y de seguros;Servicios financieros, excepto seguros y fondos de pensiones;otros_comercios;Torrevieja;Alicante;Entre 6 y 30 millones;Entre 50 y 250;965712011;www.tmgrupoinmobiliario.com;info@tmgrupoinmobiliario.com
338;Tabisam Sl;1988;Construcción;4110;4110 - promoción inmobiliaria;venta de materiales de construcción. de fabricación de morteros y hormigones frescos, así como plantas para la elaboración de prefabricados de hormigón, contando con la fabricación continuada de bordillos, adoquines,bloques, bloques de encofrado, bovedillas, casetones y baldosas, entre otros.;Construcción;Construcción de edificios;construccion;Torrevieja;Alicante;Entre 6 y 30 millones;Entre 50 y 250;966701176;www.tabisam.com;info@tabisam.com
339;Fenix Mediterranea Del Ocio Sa;2004;Servicios;9200;9200 - actividades de juegos de azar y apuestas;gestión y explotación de sala de bingo.;Actividades artísticas, recreativas y de entrenimiento;Actividades de juegos de azar y apuestas;juegos de azar;Torrevieja;Alicante;Entre 6 y 30 millones;Entre 25 y 50;966111153;----;administración@mrgconsultoria.com
340;Avanza Movilidad Levante Sl;1974;Servicios;4931;4931 - transporte terrestre urbano y suburbano de pasajeros;transporte interurbano de pasajeros en autocar.;Transporte y almacenamiento;Transporte terrestre y por tubería;transportes;Torrevieja;Alicante;Entre 6 y 30 millones;Entre 50 y 250;965301590;www.costaazul.net;comercial@costaazul.net
341;Actividad Ocio Vela Sl;2016;Servicios;5610;5610 - restaurantes y puestos de comidas;locales de restauración y ocio.;Hostelería;Servicios de comidas y bebidas;restaurantes;Torrevieja;Alicante;Entre 6 y 30 millones;Entre 50 y 250;865661823;----;oficina@grupovelabeach.com
342;Pescados Lorca Sl;1991;Servicios;4638;4638 - comercio al por mayor de pescados, mariscos y otros productos alimenticios;comercio al por mayor y al por menor de...ver objeto social completo ;"Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas";Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;alimentacion;Torrevieja;Alicante;Entre 6 y 30 millones;Menos de 5;965714827;www.pescadoslorca.com;comercial@pescadoslorca.com
343;Cerramientos Del Sureste Sa;1988;Industria;2223;2223 - fabricación de productos de plástico para la construcción;fabricación, venta e instalación de ventanas y puertas de pvc y aluminio.;Industria manufacturera;Fabricación de productos de caucho y plásticos;plastico;Torrevieja;Alicante;Entre 6 y 30 millones;Entre 25 y 50;965703024;www.cesur.es;cesur@cesur.es
344;Tm Marketing & Sales Sl;2005;Construcción;4110;4110 - promoción inmobiliaria;promotora inmobiliaria ,promoción y construcción de pisos.;Construcción;Construcción de edificios;construccion;Torrevieja;Alicante;Entre 6 y 30 millones;Entre 25 y 50;965712011;www.tmgrupoinmobiliario.com;info@tmgrupoinmobiliario.com
345;Hermanos Garcia Vicente Garcia Jaen Sl;1989;Servicios;4759;4759 - comercio al por menor de muebles, aparatos de iluminación y otros artículos de uso doméstico en establecimientos especializados;venta de muebles para el hogar.;"Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas";Comercio al por menor, excepto de vehículos de motor y motocicletas;otros_comercios;Torrevieja;Alicante;Entre 3 y 6 millones;Entre 25 y 50;965706066;www.muebleshnosgarcia.com;hg3@muebleshnos.com
346;Albaladejo Y Gonzalez Sl;1995;Servicios;4632;4632 - comercio al por mayor de carne y productos cárnicos;comercio al por mayor de carne de ternera, cerdo y cordero.;"Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas";Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;alimentacion;Torrevieja;Alicante;Entre 3 y 6 millones;Entre 5 y 25;966703987;----;carnicasaldin@hotmail.com
347;Ds Refinish Sl;2013;Servicios;4673;4673 - comercio al por mayor de madera, materiales de construcción y aparatos sanitarios;venta de pinturas y artículos de ferretería para el sector de la automoción e industrial.;"Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas";Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;otros_comercios;Torrevieja;Alicante;Entre 3 y 6 millones;Entre 5 y 25;965714244;www.ds-color.com;admin@ds-color.com
348;Valpercan Sl;1964;Industria;2059;2059 - fabricación de otros productos químicos n.c.o.p.;fabricación y distribución de aceites lubricantes de automoción, lubricantes industriales, grasas y productos especiales para usos específicos en maquinaria textil, industria de caucho y trenzados metálicos.;Industria manufacturera;Industria química;quimico;Torrevieja;Alicante;Entre 3 y 6 millones;Entre 5 y 25;965710200;www.valpercan.es;info@valpercan.es
349;Eurofon Sl;1990;Servicios;4673;4673 - comercio al por mayor de madera, materiales de construcción y aparatos sanitarios;venta al mayor de productos y suministros hidrosanitarios y calefacción.;"Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas";Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;otros_comercios;Torrevieja;Alicante;Entre 3 y 6 millones;Entre 5 y 25;966701180;www.eurofon.es;info@eurofon.es
350;Mediterranean Spain Land Sl;2013;Servicios;6831;6831 - agentes de la propiedad inmobiliaria;servicios inmobiliarios.;Actividades inmobiliarias;Actividades inmobiliarias;servicios_inmobiliarios;Torrevieja;Alicante;Entre 3 y 6 millones;Entre 25 y 50;965033910;www.medlandspain.com;legal@medlandspain.com
351;Productos Torremar Sl;1984;Industria;1089;1089 - elaboración de otros productos alimenticios n.c.o.p.;elaboración de aceitunas y encurtidos;Industria manufacturera;Industria de la alimentación;alimentacion;Torrevieja;Alicante;Entre 3 y 6 millones;Entre 5 y 25;965710513;www.aceitunastorremar.es;info@aceitunastorremar.es
352;Suministros Carnicos Rios Sl;1990;Servicios;4722;4722 - comercio al por menor de carne y productos cárnicos en establecimientos especializados;comercio al por menor de todo tipo de productos cárnicos.;"Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas";Comercio al por menor, excepto de vehículos de motor y motocicletas;alimentacion;Torrevieja;Alicante;Entre 3 y 6 millones;Entre 5 y 25;965715501;www.carnicasrios.com;info@carnicasrios.com
353;Vermell Smart Properties Sl;2015;Construcción;4110;4110 - promoción inmobiliaria;promotora inmobiliaria;Construcción;Construcción de edificios;construccion;Torrevieja;Alicante;Entre 3 y 6 millones;Menos de 5;965712515;www.grupovermell.com/es;info@grupovermell.com
354;Barlovento Restaurante Sl;2000;Servicios;5610;5610 - restaurantes y puestos de comidas;explotacion y gestión de restaurante especializado en marisco;Hostelería;Servicios de comidas y bebidas;restaurantes;Torrevieja;Alicante;Entre 3 y 6 millones;Entre 25 y 50;966923752;www.barloventorestaurante.com;oficina@restaurantebarlovento.com
355;Marai 05 Alimentacion Sl;2005;Servicios;4729;4729 - otro comercio al por menor de productos alimenticios en establecimientos especializados;explotación de supermercados;"Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas";Comercio al por menor, excepto de vehículos de motor y motocicletas;alimentacion;Torrevieja;Alicante;Entre 3 y 6 millones;Entre 5 y 25;965712097;----;tmarai05@dxf.musgrave.es
356;Jose Bermudez Estevez Sl;2017;Servicios;9200;9200 - actividades de juegos de azar y apuestas;explotación y gestión de salón de juegos.;Actividades artísticas, recreativas y de entrenimiento;Actividades de juegos de azar y apuestas;juegos de azar;Torrevieja;Alicante;Entre 3 y 6 millones;Entre 25 y 50;966700689;www.mino.es;contabilidad@mino.es
357;Ceramicos Anvamar Sl;2000;Servicios;4673;4673 - comercio al por mayor de madera, materiales de construcción y aparatos sanitarios;comercio al por mayor de materiales de construcción exclusivamente;"Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas";Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;otros_comercios;Torrevieja;Alicante;Entre 3 y 6 millones;Entre 5 y 25;965707695;www.anvamar.com;anvamar@anvamar.com
358;Restaurante Meson De La Costa Sl;1993;Servicios;5610;5610 - restaurantes y puestos de comidas;restaurantes de comida tradicional y moderna sobre todo carne y pescado.;Hostelería;Servicios de comidas y bebidas;restaurantes;Torrevieja;Alicante;Entre 3 y 6 millones;Entre 5 y 25;966703598;www.elmesondelacosta.com;info@elmesondelacosta.com
359;Grauma Sl;1995;Industria;1052;1052 - elaboración de helados;fabricacion de helados.;Industria manufacturera;Industria de la alimentación;helados;Torrevieja;Alicante;Entre 3 y 6 millones;Entre 5 y 25;----;----;manuelperez@alimeco.es
360;Descanso Y Sabor Sl;2012;Servicios;5510;5510 - hoteles y alojamientos similares;hotel de 4 estrellas;Hostelería;Servicios de alojamiento;hotelero;Torrevieja;Alicante;Entre 1,5 y 3 millones;Entre 25 y 50;966798665;www.hotelmonse.com;administración@hotelmontse.com
361;Alimeco Sl;1991;Industria;1052;1052 - elaboración de helados;fabricación de granizados;Industria manufacturera;Industria de la alimentación;helados;Torrevieja;Alicante;Entre 1,5 y 3 millones;Entre 5 y 25;965715113;www.alimeco.es;alimeco@alimeco.es
362;Bertullo Hnos. Sl;2014;Servicios;5610;5610 - restaurantes y puestos de comidas;explotación y gestión de tres restaurantes de cocina tradicional.;Hostelería;Servicios de comidas y bebidas;restaurantes;Torrevieja;Alicante;Entre 1,5 y 3 millones;Entre 5 y 25;966785384;----;restaurantesalingui@gmail.com
363;Jose Riera Y Hermanos Sl;1984;Servicios;4775;4775 - comercio al por menor de productos cosméticos e higiénicos en establecimientos especializados;explotación y gestión de perfumerías.;"Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas";Comercio al por menor, excepto de vehículos de motor y motocicletas;perfumeria_cosmeticos;Torrevieja;Alicante;Entre 1,5 y 3 millones;Entre 5 y 25;966700813;----;perfumeriariera@hotmail.com
364;Florida Martinez Gonzalez Sl;2017;Servicios;9200;9200 - actividades de juegos de azar y apuestas;la explotación de máquinas recreativas y de azar, en establecimiento propio o ajeno y, en su caso, el mantenimiento y reparación de las mismas;Actividades artísticas, recreativas y de entrenimiento;Actividades de juegos de azar y apuestas;juegos de azar;Torrevieja;Alicante;Entre 1,5 y 3 millones;Entre 25 y 50;965707599;----;contabilidad@mino.es
365;Neumaticos Torrevieja Sl;2010;Servicios;4532;4532 - comercio al por menor de repuestos y accesorios de vehículos de motor;venta y reparación de neumáticos, llantas y mantenimiento del vehículo.;"Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas";Venta y reparación de vehículos de motor y motocicletas;motor;Torrevieja;Alicante;Entre 1,5 y 3 millones;Entre 5 y 25;965710377;www.neumaticostorrevieja.es;info@neumaticostorrevieja.es
366;Marimagroup Sa;1986;Servicios;6831;6831 - agentes de la propiedad inmobiliaria;compraventa de fincas, rústicas y urbanas, su arrendamiento activo o pasivo, la promoción inmobiliaria en el más amplio sentido, la construcción de edificaciones para su explotación directa, y en general la realización de toda clase de actividades relacionadas con el mercado inmobiliario. la adquisi.;Actividades inmobiliarias;Actividades inmobiliarias;servicios_inmobiliarios;El Campello;Alicante;Mayor 30 millones;Entre 50 y 250;965663911;www.automovilesgomis.com;autogomis@red.renault.es
367;Risen Energy Spain Sl;2018;Construcción;4222;4222 - construcción de redes eléctricas y de telecomunicaciones;construcción de redes eléctricas y de telecomunicaciones para energía solar.;Construcción;Ingeniería civil;telecomunicaciones;El Campello;Alicante;Entre 6 y 30 millones;Entre 50 y 250;966839366;----;administración@risenenergy.com
368;1946 Shop Slu;2001;Servicios;4772;4772 - comercio al por menor de calzado y artículos de cuero en establecimientos especializados;venta al menor de calzados, moda y complementos.;"Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas";Comercio al por menor, excepto de vehículos de motor y motocicletas;calzado;El Campello;Alicante;Entre 6 y 30 millones;Entre 25 y 50;966350691;www.primichi.com;info@primichi.es
369;Brantina Sl;2003;Servicios;4631;4631 - comercio al por mayor de frutas y hortalizas;comercio al por mayor de naranjas y patatas y otras frutas y verduras en general.;"Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas";Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;alimentacion;El Campello;Alicante;Entre 6 y 30 millones;Entre 5 y 25;965956408;www.brantina.com;comercial1@brantina.com
370;Bernabe Biosca Alimentacion Sa;1992;Industria;1039;1039 - otro procesado y conservación de frutas y hortalizas;distribución de dátiles y frutos secos.;Industria manufacturera;Industria de la alimentación;alimentacion;El Campello;Alicante;Entre 6 y 30 millones;Entre 5 y 25;965636000;www.elmonaguillo.com;monaguillo@bbiosca.com
371;Salus Floradix España Sl;1997;Servicios;4638;4638 - comercio al por mayor de pescados, mariscos y otros productos alimenticios;comercialización de complementos alimenticios, principalmente para farmacias y centros especializados.;"Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas";Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;alimentacion;El Campello;Alicante;Entre 3 y 6 millones;Entre 5 y 25;965637004;www.salus.es;info@salus.es
372;Thomasol Gestion Sl;2005;Servicios;4617;4617 - intermediarios del comercio de productos alimenticios, bebidas y tabaco;importacion y exportacion y transporte de productos horticolas frescos.;"Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas";Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;bebidas;El Campello;Alicante;Entre 3 y 6 millones;Menos de 5 ;965060305;www.thomasol.eu;info@thomasol.eu
373;Marhuenda Spain Sa;1978;Servicios;4644;4644 - comercio al por mayor de porcelana, cristalería y artículos de limpieza;comercio al por mayor de productos para mantenimiento y funcionamiento del hogar, en especial menaje.;"Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas";Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;otros_comercios;El Campello;Alicante;Entre 3 y 6 millones;Entre 5 y 25;965637013;www.marhuenda.es;info@marhuenda.es
374;Atalayas Port Sl;2014;Servicios;4941;4941 - transporte de mercancías por carretera;el transporte de mercancías por carretera nacional o internacional;Transporte y almacenamiento;Transporte terrestre y por tubería;transportes;El Campello;Alicante;Entre 1,5 y 3 millones;Entre 5 y 25;----;www.atalayasport.com;trafico@atalayasport.com
375;Benimagrell 52 Sl;1996;Servicios;5610;5610 - restaurantes y puestos de comidas;restaurante de comida tradicional;Hostelería;Servicios de comidas y bebidas;restaurantes;El Campello;Alicante;Entre 1,5 y 3 millones;Entre 25 y 50;965141649;www.monastrell.com;administración@monastrell.com
376;Hermanos Lledo Sl;1978;Servicios;4673;4673 - comercio al por mayor de madera, materiales de construcción y aparatos sanitarios;comercio al por mayor de materiales de construcción y de exposición azulejos, baños..;"Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas";Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;otros_comercios;El Campello;Alicante;Entre 1,5 y 3 millones;Entre 5 y 25;965632721;www.bigmat.es;lledo@bigmat.es
377;Talisman-409 Sl;2011;Servicios;5510;5510 - hoteles y alojamientos similares;compra-venta, intermediación, explotación y arrendamiento de todo tipo de inmuebles y edificaciones, con exclusión del arrendamiento financiero y cualquier otro para el que la legislación vigente exija requisitos especiales. explotacioón de toda clase de actividades de hostelería, bares, cafeterías,;Hostelería;Servicios de alojamiento;hotelero;El Campello;Alicante;Entre 1,5 y 3 millones;Entre 5 y 25;966292999;www.jovahotel.com;tkjovahotel@gmail.com
